學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),大陸地區來臺學位生小計,大陸地區來臺學位生男,大陸地區來臺學位生女,大陸地區來臺學位生數之在學比率(%)
107,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,碩士班(日間),1,1,0,1.08
107,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,碩士班(日間),1,1,0,1.27
107,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),4,2,2,3.96
107,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,碩士班(日間),3,1,2,4.23
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),4,1,3,2.17
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),1,1,0,0.48
107,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),1,1,0,0.42
107,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,博士班,4,2,2,3.57
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,博士班,6,2,4,5.26
107,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,博士班,3,0,3,8.57
107,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,4,0,4,5.41
107,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,博士班,3,1,2,4.35
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,博士班,1,0,1,14.29
107,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,博士班,1,0,1,4.55
107,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,博士班,1,1,0,5.26
107,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),1,0,1,0.38
107,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),1,1,0,0.55
107,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),2,1,1,0.73
107,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),2,2,0,0.31
107,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),3,3,0,0.47
107,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),3,0,3,1.02
107,公立,一般大學,0005,國立成功大學,02221110,歷史學系,博士班,2,1,1,6.90
107,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,博士班,1,1,0,6.67
107,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),1,0,1,0.55
107,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,學士班(日間),1,0,1,0.45
107,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,博士班,6,2,4,19.35
107,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,博士班,10,6,4,17.54
107,公立,一般大學,0005,國立成功大學,02322107,中國文學系,博士班,3,1,2,6.98
107,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學博士班,博士班,4,3,1,15.38
107,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,博士班,1,1,0,5.26
107,公立,一般大學,0005,國立成功大學,04212001,法律學系,博士班,7,4,3,25.00
107,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,博士班,2,1,1,1.64
107,公立,一般大學,0005,國立成功大學,05421029,統計學系,博士班,1,0,1,14.29
107,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,博士班,3,1,2,4.17
107,公立,一般大學,0005,國立成功大學,06131037,電腦與通信工程研究所,博士班,1,1,0,2.78
107,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,博士班,1,0,1,2.13
107,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,博士班,5,4,1,26.32
107,公立,一般大學,0005,國立成功大學,01111103,教育研究所,碩士班(日間),2,1,1,3.57
107,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,碩士班(日間),1,0,1,2.94
107,公立,一般大學,0005,國立成功大學,02322107,中國文學系中國文學碩士班,碩士班(日間),7,0,7,13.21
107,公立,一般大學,0005,國立成功大學,03111114,經濟學系,碩士班(日間),3,1,2,11.11
107,公立,一般大學,0005,國立成功大學,04111120,會計學系,碩士班(日間),1,0,1,1.22
107,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),1,0,1,1.30
107,公立,一般大學,0005,國立成功大學,04212001,法律學系,碩士班(日間),2,2,0,1.13
107,公立,一般大學,0005,國立成功大學,05321019,地球科學系,碩士班(日間),2,0,2,3.85
107,公立,一般大學,0005,國立成功大學,06131037,電腦與通信工程研究所,碩士班(日間),1,1,0,0.38
107,公立,一般大學,0005,國立成功大學,06131095,醫學資訊研究所,碩士班(日間),1,0,1,3.03
107,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,碩士班(日間),1,0,1,1.10
107,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,博士班,1,1,0,2.17
107,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,博士班,5,4,1,8.33
107,公立,一般大學,0005,國立成功大學,07311075,建築學系,博士班,7,5,2,11.86
107,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,博士班,2,1,1,5.41
107,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,碩士班(日間),5,0,5,10.64
107,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,碩士班(日間),4,2,2,4.17
107,公立,一般大學,0005,國立成功大學,02152051,戲劇碩士學位學程,碩士班(日間),2,1,1,15.38
107,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,碩士班(日間),8,0,8,14.55
107,公立,一般大學,0005,國立成功大學,02221110,歷史學系,碩士班(日間),3,2,1,6.82
107,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學碩士班,碩士班(日間),1,1,0,2.56
107,公立,一般大學,0005,國立成功大學,03131117,心理學系,碩士班(日間),4,2,2,10.81
107,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),1,0,1,1.59
107,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,碩士班(日間),4,1,3,3.60
107,公立,一般大學,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),碩士班(日間),1,0,1,1.85
107,公立,一般大學,0005,國立成功大學,05111003,生命科學系,碩士班(日間),2,1,1,3.64
107,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,碩士班(日間),1,1,0,1.96
107,公立,一般大學,0005,國立成功大學,07141071,工程科學系,碩士班(日間),2,1,1,1.03
107,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,碩士班(日間),2,2,0,0.54
107,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,碩士班(日間),9,6,3,7.83
107,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士班(日間),2,2,0,0.84
107,公立,一般大學,0005,國立成功大學,09111096,口腔醫學研究所,碩士班(日間),1,0,1,4.17
107,公立,一般大學,0005,國立成功大學,09151082,物理治療學系,碩士班(日間),2,0,2,8.00
107,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),1,0,1,0.39
107,公立,一般大學,0005,國立成功大學,05311017,化學系,學士班(日間),1,1,0,0.43
107,公立,一般大學,0005,國立成功大學,05421029,統計學系,碩士班(日間),3,1,2,6.25
107,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,碩士班(日間),10,9,1,3.48
107,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,碩士班(日間),1,1,0,0.41
107,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,碩士班(日間),3,2,1,1.23
107,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,碩士班(日間),1,1,0,1.01
107,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,碩士班(日間),1,1,0,1.02
107,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),9,4,5,4.69
107,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,碩士班(日間),1,1,0,1.45
107,公立,一般大學,0005,國立成功大學,09141094,醫學檢驗生物技術學系,碩士班(日間),1,0,1,2.38
107,公立,一般大學,0005,國立成功大學,10152097,體育健康與休閒研究所,碩士班(日間),2,2,0,4.76
107,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,碩士班(日間),2,2,0,2.33
107,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,學士班(日間),1,0,1,0.39
107,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),2,2,0,2.15
107,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,博士班,1,1,0,4.76
107,公立,一般大學,0006,國立中興大學,04143020,行銷學系,碩士班(日間),3,1,2,5.56
107,公立,一般大學,0006,國立中興大學,05121033,分子生物學研究所,碩士班(日間),1,0,1,1.89
107,公立,一般大學,0006,國立中興大學,07312061,景觀與遊憩學士學位學程,學士班(日間),1,0,1,1.33
107,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,學士班(日間),1,1,0,0.26
107,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,學士班(日間),4,0,4,1.01
107,公立,一般大學,0006,國立中興大學,02322005,中國文學系,博士班,2,1,1,5.71
107,公立,一般大學,0006,國立中興大學,02322005,中國文學系,碩士班(日間),5,2,3,7.94
107,公立,一般大學,0006,國立中興大學,04131016,企業管理學系,碩士班(日間),2,0,2,2.99
107,公立,一般大學,0006,國立中興大學,04134011,國家政策與公共事務研究所,碩士班(日間),3,1,2,13.64
107,公立,一般大學,0006,國立中興大學,07193060,生醫工程研究所,碩士班(日間),1,1,0,3.85
107,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,碩士班(日間),6,1,5,8.22
107,公立,一般大學,0006,國立中興大學,02221007,歷史學系,學士班(日間),1,1,0,0.41
107,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,學士班(日間),3,1,2,1.19
107,公立,一般大學,0006,國立中興大學,04131016,企業管理學系,學士班(日間),1,1,0,0.41
107,公立,一般大學,0006,國立中興大學,05331040,物理學系,學士班(日間),1,1,0,0.44
107,公立,一般大學,0006,國立中興大學,07112057,材料科學與工程學系,學士班(日間),1,1,0,0.54
107,公立,一般大學,0006,國立中興大學,07121059,環境工程學系,學士班(日間),1,1,0,0.50
107,公立,一般大學,0006,國立中興大學,07211081,食品暨應用生物科技學系,碩士班(日間),1,0,1,1.02
107,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,學士班(日間),5,4,1,2.76
107,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,學士班(日間),3,2,1,0.41
107,公立,一般大學,0007,國立陽明交通大學,07141051,電子工程學系,學士班(日間),3,3,0,0.87
107,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系,學士班(日間),2,2,0,1.02
107,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,博士班,3,2,1,10.00
107,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融博士班,博士班,8,4,4,27.59
107,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,博士班,1,0,1,4.55
107,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,博士班,2,1,1,1.37
107,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,博士班,4,3,1,2.61
107,公立,一般大學,0007,國立陽明交通大學,07321071,土木工程學系,博士班,2,1,1,3.57
107,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,碩士班(日間),1,1,0,1.30
107,公立,一般大學,0007,國立陽明交通大學,02151003,音樂研究所,碩士班(日間),6,1,5,9.09
107,公立,一般大學,0007,國立陽明交通大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),1,1,0,5.56
107,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,碩士班(日間),5,2,3,12.82
107,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融碩士班,碩士班(日間),25,18,7,23.36
107,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,碩士班(日間),4,2,2,9.52
107,公立,一般大學,0007,國立陽明交通大學,05331041,電子物理學系,碩士班(日間),1,1,0,0.60
107,公立,一般大學,0007,國立陽明交通大學,05411045,應用數學系,碩士班(日間),1,0,1,1.82
107,公立,一般大學,0007,國立陽明交通大學,05421047,統計學研究所,碩士班(日間),3,1,2,6.00
107,公立,一般大學,0007,國立陽明交通大學,06121060,網路工程研究所,碩士班(日間),1,1,0,0.83
107,公立,一般大學,0007,國立陽明交通大學,06133082,聲音與音樂創意科技碩士學位學程,碩士班(日間),1,0,1,6.25
107,公立,一般大學,0007,國立陽明交通大學,07141064,電控工程研究所,博士班,1,1,0,2.00
107,公立,一般大學,0007,國立陽明交通大學,07151070,機械工程學系,博士班,1,1,0,1.39
107,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系,博士班,1,1,0,4.76
107,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,碩士班(日間),10,4,6,13.70
107,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系族群與文化碩士班,碩士班(日間),1,0,1,3.03
107,公立,一般大學,0007,國立陽明交通大學,03211014,傳播研究所,碩士班(日間),11,5,6,15.71
107,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,碩士班(日間),4,0,4,8.51
107,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,碩士班(日間),7,1,6,8.86
107,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,碩士班(日間),3,2,1,2.88
107,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,碩士班(日間),1,1,0,1.06
107,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,碩士班(日間),2,2,0,1.07
107,公立,一般大學,0007,國立陽明交通大學,06131061,資訊科學與工程研究所,碩士班(日間),7,6,1,1.86
107,公立,一般大學,0007,國立陽明交通大學,06131092,數據科學與工程研究所,碩士班(日間),2,0,2,4.26
107,公立,一般大學,0007,國立陽明交通大學,06132049,多媒體工程研究所,碩士班(日間),3,2,1,2.38
107,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,碩士班(日間),3,3,0,4.00
107,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,碩士班(日間),10,10,0,7.35
107,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,碩士班(日間),4,4,0,0.77
107,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,碩士班(日間),1,1,0,0.42
107,公立,一般大學,0007,國立陽明交通大學,07141064,電控工程研究所,碩士班(日間),2,2,0,0.85
