學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數(D),當學年度全校新生註冊率(％)E=〔(C+D)/(A-B+D)〕*100％,當學年度全校招生特色說明
114,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1233,0,620,484,64.30,"元培醫事科技大學發展定位為醫護健康人才培育基地,以「創新、整合、智慧」的執行策略達成「人才培育基地」、「教學創新卓越」、「大學永續發展」、「醫事健康專業」的目標,並以「醫護」、「健康」、「福祉產業」三學院孕育具備專業人才,並推動產學經營,進而與社區、社會及產業脈動緊密結合之大學。本校在企業最愛大學中名列前茅,為學生提供就業所需的學習和準備,除專業訓練外更安排學生至國內外各大醫院及業界實習與見習。策略聯盟及產學合作廠商超過500家,是全國與生醫相關企業簽約最多的學校,更是全國承辦/協辦最多地方政府健康城市及食安五環的科技大學；同時為中北八縣市唯一醫護健康專業學校；並擁有全國唯一勞動部設立醫護職涯體驗中心；影像醫學博物館；本校畢業生平均薪資高於全國平均、找到第一份工作所需花費的時間更少於全國平均,更是企業最愛、本職在職率最高及高薪就業率高之學校。"
114,私立,技專校院,1054,景文科技大學,1194,0,773,250,70.84,"1.114學年度本校日間部四技招生為9學系、7組,三個學院1.觀光餐旅學院2.資訊科技與管理學院3.人文暨設計學院。 2.本校注重產學雙向交流,推動學生校外實習與海外實習,迄今與20國161校(單位)海外合作學校簽訂合約,每年均獲教育部學海築夢計畫補助。為培養學生具就業競爭力,大一至大四規劃一系列輔導課程與活動,以達畢業即就業之辦學宗旨。 3.建構外語教學環境強化學生外語能力,推動國際交流與師生互訪。 4.本校教師多具實務經驗,符合科技大學教育政策。 5.本校日間部學雜費屬國內私立科技大學中收費最低者,在公益董事會督導下一切學校收入用在教學研究。 6.1111人力銀行：2024年企業最愛大學【北北基私立第二/全國第六】,企業最愛休憩與運動學群【全國第三】。7.交通便利,安坑輕軌【K5景文科大站】直達本校。"
114,私立,技專校院,1055,中華醫事科技大學,2428,0,1673,156,70.78,"創校57週年的中華醫大,一向來強調全方位的教育理念,教育目標除了專業知能的發展外,也重視學生人文素養與社會關懷精神的啟發,以培養能夠適應多元社會變遷能力的青年為職志。因此,不但提供多元化的學習環境,包括知性發展、語文思考能力表達、正確的工作態度,並訓練其獨立的人格、穩定的情緒、強健的體魄與團隊合作精神,讓學生能伸展觸角,作廣泛涉獵,達成全人教育功能,增進其競爭力與發展潛能。歷年來本校學生在醫檢師、護理師、營養師、食品技師等國家考試中,及格率屢創新高；安全衛生管理師、疾病分類員、中餐烹飪、西點烘焙、檢驗分析、托育人員、美容師等証照技能檢定考亦捷報頻傳。校內學生社團蓬勃發展,學生參與度高,在社團活動中快樂成長學習,值得一提的是,本校運動風氣興盛,重視強建體魄之鍛練,因此田徑代表隊健兒年年都在全國大專運動會上大放異彩。"
114,私立,技專校院,1056,東南科技大學,765,2,565,558,85.01,"1.八輔合一,全人發展：透過融滲式教學在專業與博雅通識課程,融入品德教育達到教育於無形目的,藉由資訊系統進行學生學習歷程與輔導個別化紀錄,建立適性輔導系統並發揮輔導綜效。2.建構國際化教學品保系統：維護學生受教權,各系皆參與IEET工程與科技教育認證並與國際接軌,學生學習品質管制則實施「123」畢業門檻,即學生在畢業前必須取得1系修業規定；2張微學程證明書；3類證照-外語、專業、資訊證照。3.跨領域多元學習：經由多元多樣的八類跨領域微學程及數位科技微學程之修課,進而提升創新創意,成就多元發展人生。4.職能課程結合專業證照：透過職能或專業實務課程,輔導學生考取含金量高之專業證照,學術科原場地考試,提高證照通過率。5.學用合一之總整課程與專業實務實習：業師進行協同教學,透過完整就業導向課程、證照輔導與學期制或學年制專業實務實習,以及產業導向之實務專題製作,成為優質專業技術人才,無縫接軌職場。"
114,私立,技專校院,1057,德明財經科技大學,1031,0,761,0,73.81,"1.秉持「篤信好學」校訓,致力品格教育、學程化課程設計,培育財金、商管、資訊之跨領域專長人才,提升就業競爭力。2.以數位科技與永續發展為主軸之新商務大學。3.推動就業學程、產學合作及校外專業實習,鼓勵學生取得證照,落實就業接軌。4.通過教育部113學年度科技大學校務類評鑑；112學年度系所評鑑全數通過「台評會大專校院教學品保服務計畫」。5.通過教育部111學年度推動技專校院實習課程績效評量。6.榮獲企業最愛私立科大財經學群第一名、台北市私立科大第一名；全國私立技專校院財務穩健第五名。7.榮獲「三好校園實踐學校」、「燈塔學校」。8.自2017至今「學生會」及社團年年獲獎成績亮眼。9.取得雙聯學位學生人數為北部公私立技專校院第二名。"
114,私立,技專校院,1060,南開科技大學,738,0,462,183,70.03,"(一)獎助學金優渥：提供超過三千萬元之新生入學獎學金。(二)辦學績效卓越：本校連續十二年獲教育部教學卓越大學獎勵,並獲高等教育深耕計畫、USR大學社會責任計畫等獎勵,中部私立科大第一。(三)交通路線便捷：本校距台中火車站及高鐵站約30分鐘車程,擁有中彰投縣市多條便捷之客運班車,台中市108路公車及彰化客運17路更以本校為起迄站,可直通台中火車站、一中街商圈及彰化火車站。(四)學習環境優質：校園建置高速光纖及無線網路與全e化冷氣教室,採生動活潑的互動式教學。(五) 三涯輔導完善：推動學涯、職涯與生涯三面向輔導,提升學生學習力、強化專業技能、增進就業競爭力。(六)生活設施周全：完善的冷氣網路套房式宿舍,提供舒適便利的生活空間。"
114,私立,技專校院,1061,中華學校財團法人中華科技大學,1127,0,677,195,65.96,"本校配合政府培育高科技與管理人才之教育政策為依歸,秉持「誠正法新」之校訓,配合國家建設及產業發展之需要,培育科技與人文兼備之專門人才,以服務國家社會為宗旨,衍生出辦學理念為「落實技職教育、創新工商科技、推展全人教育」。本校定位為實務教學型科技大學,並以「培育具注重職業倫理、敬業精神、人文關懷的科技與專業人才」為教育目標,同時以「成為一所優質教學與產學合作具特色之科技大學」為發展願景。本校特別著重公民力、就業力與創造力等基本素養能力之養成,搭配相關課程訂定專業能力及社會能力等所需之核心能力,建立優質特色課程,並結合5G通訊傳輸技術之發展,推動數位化課程教學,以提升學校成效。同時藉由各項教學資源運用、產學鏈結、以及畢業能力檢核,期使學生畢業後能在工程、健康生活、管理、航空等領域發光發熱,以全面提昇學生就業競爭力。"
114,私立,技專校院,1062,僑光科技大學,2256,1,1730,84,77.55,僑光科技大學招生特色：  1.環境優越便利  2.深耕技職教育  3.大四全年實習  4.就業百分百  5.強調特色教學、點亮技職光芒
114,私立,技專校院,1063,廣亞學校財團法人育達科技大學,1204,3,851,272,76.24,"本校以智慧科技、觀光休閒及健康生活等三大領域為發展主軸,目前設有三個學院11系及1個學位學程：(一)科技創新學院下設資訊管理系、多媒體與遊戲設計系、物聯網工程與應用學士學位學程、智慧機電工程與應用系；(二)人文管理學院下設行銷與流通管理系、應用日語系、幼兒保育系、社會工作系；(三)休閒創意學院下設觀光休閒管理系、休閒運動管理系、餐旅經營系、時尚造型設計系。  本校推動跨領域學分學程,推動一證多照,開設證照輔導課程及輔導考照措施,搭配證照獎學金,期使畢業生擁有文憑外,亦能擁有多張專業證照,另與知名優質企業產學合作,推動學生全面實習,無縫接軌就業,畢業生就業率達8成以上。在國際化方面,本校選送學生進行海外實習、積極推動「國際雙聯學制」、參與國際競賽、短期研修及海外志工服務,藉以精進學生之專業技能、拓展國際視野,強化國際移動力,最終達成「國際育達人」之教育目標。"
114,私立,技專校院,1064,美和學校財團法人美和科技大學,1665,0,1195,0,71.77,"一、培養學生新五倫好品德與五靜好習慣  二、推動適性教學  三、推動特色翻轉課程  四、發展人工智慧照顧課程  五、實施同儕及夜間課業輔導  六、推展專業英語課程(ESP)、專業學術英語課程(ESAP)  七、開設英語、越語及日語等外語課程,提升就業競爭力  八、推動海外英、日語遊學,促進國際移動力  九、辦理新南向產學合作專班及設立國際專修部"
114,私立,技專校院,1065,吳鳳科技大學,1477,0,888,255,65.99,"本校以「安全」為發展核心,積極建構「安全科技」「安全數位」「安全照顧」三領域,計有3學院12系4碩士班,為嘉義地區第一所,也是唯一一所科技大學,以培育專業能力與人文素養兼備、具有國際觀的時代菁英、注重研究創新與社會服務的學能為用。辦學上不斷的全方位扎根,提升教學設備和產業一致,藉由企業資源導入,縮短學用落差,提供學生厚實的學習機制,致力於「畢業即就業」,讓學生成為業界最喜愛任用的員工,是我們一直努力在做與進行的目標。辦學績效卓越務實如后：  1.技能檢定/訓練場所數量雲嘉南第一,高達57種類別,14種專業能力認證教室,產學合作教育訓練中心數量雲嘉南第一。  2.技職傑出證照達人獎12連霸。  3.消防人才培育第一,消防專業證照、特考歷年共錄取560名；  4.近3年學生參加國內外競賽與獲獎共計523件。"
114,私立,技專校院,1069,修平學校財團法人修平科技大學,1129,0,659,217,65.08,"本校前身為台中「樹德工專」,為工科起家之中部優質學府。民國100年升格科大後更名為「修平科技大學」,培育大台中地區學子已逾半世紀。本校特色如下：1.培育百工百業人才：本校設有工程學院、管理學院及觀光與創意學院等。無論就基礎工程工業人才建構,科技時代金融服務產業骨幹栽培,新興觀光產業與文化精英涵養等,都能提供各面向教育資源,孕育學生專業知能以注入社會新血能量。2.在職可進修,修習可兼職：本校提供各種學制,除日間部外,另有四技進修部與二技進修部,可於夜間或週六日上課,讓仍需工作者有機會同時進修學業；同時本校是全台唯一坐落於工業區之科技大學,學生就近兼職機會更多,實為就讀本校之附加利益。3.校外實習累積職場競爭力：本校提供知名大企業實習以增進實務經驗,或者海外實習/研習以拓展國際視野,為學生儲備未來職場不被取代的優勢。"
114,私立,技專校院,1070,長庚學校財團法人長庚科技大學,2173,1,2157,14,99.31,"1.本校辦學績優,深受學生、家長與社會各界肯定：(1)系所通過台灣評鑑協會教學品保評鑑認證,教學品質備受讚譽。(2)獲《遠見雜誌》「2025台灣最佳大學排行榜」,獲私立大學綜合績效全國第13名、技專校院蟬聯第7名、醫學大學蟬聯全國第5名。(3)114學年全校新生註冊率達99.31%。  2.本校設林口及嘉義兩校區,「四技日間部」設護理系、幼兒保育系、化妝品應用系、保健營養系；「二技日間部」設護理系、高齡暨健康照護管理系、呼吸照護系、化妝品應用系、幼兒保育系；「二技進修部」設護理系、高齡暨健康照護管理系、幼兒保育系；「研究所」設高齡暨健康照護管理研究所、健康產業科技研究所、幼保系碩士班、護理系碩士班及碩士在職專班。  3.招生專線林口校區03-2118999轉5533(日間部)、5605(進修部)。嘉義校區05-3628800轉2361(日間部)、2371(進修部)。"
114,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2789,0,1852,97,67.53,"本校辦學特色分為：1.一畢二語三獎四證之教學方針、2.產業導向之務實教學系統及規劃、3.適性揚才：實習職涯發展分流學習、4.拓展提升學生國際視野及移動力、5.培養創新實踐能力、6.型塑品德適性輔導,完善就學協助及7.科技潮流融入實務教學。"
114,私立,技專校院,1072,大華學校財團法人敏實科技大學,310,0,167,479,81.88,"本校校訓為發揚『敏於思、實於行』的精神；四大核心價值觀(正直誠信、相互信任、團隊合作及引領變革)並培育複合型人才培養T型人才之方向,讓師生們積極學習並配合組織需要進行積極自我成長,願意成為主動擔當、積極創新、敏捷實幹、韌性十足之敏實科大成員,為本校的轉型及人才培育盡最大的力量。學校教育目標為：一、培養人工智慧專業技能之技職人才；二、培養服務社會終身學習之技職人才。人才為企業之本,敏實集團攜手敏實科大,形成發展綜效。敏實集團全球資源為敏實科大發展的後盾,有利永續經營。企業集團攜手科大及早培養具有全人素養及企業價值觀與DNA之儲備人才,以減少培訓成本與時間,達到雙贏的結果,發揮企業辦學綜效,支持敏實科技大學,致力朝向於AI人工智慧專業大學發展。"
114,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1771,1,1048,413,66.93,"一、本校強調專業培養,注重人文涵養,堅持「實務與證照結合、專業與全人並重」的教育理念,全面提升執行力及競爭力,精進教學方法與職能,優化制度流程及強化硬體建設功能,60年來的辦學成效深獲各界肯定,如110~112年度獲教育部高教深耕計畫補助共 2.11 億元,112年度補助達 7,381 萬元,較 111 年成長 4%。  二、本校各系與300多家企業簽訂合作契約,如：與伊林娛樂、旺旺中時、三立、東森國際、星宇航空、台灣虎航、易飛網、東方文華、君悅、Diamon犇（米其林級）、等,達畢業即就業。  三、學生參與各項國內外競賽屢創佳績,108-113度總計榮獲1,402項國內外競賽獎項,包含271金218銀175銅及738項獲獎。  四、學校表現獲得各方肯定,例如107年獲教育部「生命教育特色學校」表揚、108年獲得教育部「品德教育特色學校」表揚。"
114,私立,技專校院,1075,文藻學校財團法人文藻外語大學,1619,0,1353,129,84.78,"文藻外語大學是全台灣唯一的外語大學,創校迄今堅持以目標外語授課,培育跨領域及跨文化的國際專業人才。本校目前於全球簽訂之學術交流合作學校逾340所,交流地區横跨全球五大洲,提供豐富的國際交流、交換留學、海外實習、雙聯學制等機會,厚植學生國際競爭力。大學部四技學生可申請雙聯學制或校內研究所碩士班,並有機會同時獲得本校及國外名校雙學士或學士與碩士學位。本校也提供交換生獎助學金、教育部學海系列獎助學金等,讓有意出國交換或實習的學生獲得經濟上的協助。同時本校傾力培才,強化學生「外語×專業」的跨域競争力。尤其面對科技產業人才缺工的問題,本校結合周邊科技園區持續開設「高科技產業人才培訓課程」來因應市場需求,協助學生與高科技職場接軌,為國家培育優秀的高科技產業人才。讓本校學生具備優異的跨文化溝通能力,以及數位、商管、新媒體等不同專業,成為國内外企業極力爭取的人才。"
114,私立,技專校院,1078,致理學校財團法人致理科技大學,2439,0,2429,152,99.61,"創校61年,辦學績效備受各界肯定,是所「註冊率高、證照總張數高、學生品德態度高、就業率高、雇主滿意度高」的「五高」學府。本校定位為「培育卓越商務實務人才之創新學習型大學」,設有「商務管理學院」、「商貿外語學院」及「創新設計學院」,3個碩士班及11個系科,「碩士班暨碩士在職專班」、「日間部四技」、「日間部二技」、「日間部五專」、「進修部四技」、「進修部二技」等學制。招收「商業與管理群」、「外語群」、「設計群」、「餐旅群」、「電機與電子群」、「資管類」及「家政群生活應用類」相關科系背景之學生,透過特殊選才聯合招生(技職特才組)、申請入學、繁星計畫、技優甄審、甄選入學、聯合登記分發、獨立招生等管道進入本校就讀。培養學生具備商管、資訊、外語及生成式AI實務應用的能力,推動「校外實習、專業證照、外語檢定、跨域學程、體能認證」五合一教育制度,使學生畢業後符合職場所需,進而提升學生就業競爭力,幸福就業。"
114,私立,一般大學,1079,康寧學校財團法人康寧大學,879,0,696,2,79.23,"一、本校學制多元,共有：日間學士班、學士二年制在職專班、二專在職專班及五年制專科班,為一所大健康產業理論與實務結合的教學型大學。  二、位於捷運文湖線葫州站旁,交通便利。  三、設有宿舍提供有需求的學生申請。  四、補助學生海外遊學及國際志工。  五、每年有上百個校內外獎助學金。  六、五年制專科班前三年適用高中職免學費方案。  七、五年制專科班四、五年級可教育部展翅計畫,補助全額學雜費,畢業後保證就業2年。"
114,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,1384,0,861,417,70.96,"本校以培育具備職人精神與公民素養之專業技術人才的大學為培育目標及發展願景,在建立學校特色與口碑方面,致力落實及加強學生專業實務能力,相關具體做法如下：一、強化系實務特色課程教學-加強與業界互動,透過同學參與產學合作案及專題製作,磨練實務技能；辦理業師協同教學及微學程等多元課程,厚植職場見識及建立正確職場工作態度；並加強辦理學生校外實習,以營造系科特色與學生未來就業優勢。二、落實國高中職紮根活動-與上游生源學校進行多樣化接觸,並加強各項合作措施。三、積極開辦各項學程、產業學院及國際產專班,加強培育學生職場技能。四、配合國家產業政策,培育目前國家產業政策需要人才之相關系科,持續推動相關系科檢討畢業生就業定位,進行課程調整,並改善各項軟硬體設施,加強實務教學,使學生學用合一,為國家培養更多相關人才。"
114,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,301,0,288,47,96.26,"本校學制有日間部四技與研究所。有三個學院：表演藝術學院、影視設計學院、觀光產業學院,包括5系及1研究所。表演藝術學院：表演藝術系、演藝事業系、影視傳播系、時尚造型設計系；影視設計學院：文化創意研究所、數位媒體設計系。本校積極辦學,審度時勢快速創新轉型,教師來自業界比例高為各校少見。與民視公司、廣藝基金會、華研國際音樂等國內大型知名公司產學合作,使得學生畢業後與職場無縫接軌,充分做到名符其實的技職教育,同時本校特別注重學生養成良好態度,培育學生具備技術精熟與態度優良作為進入職場的兩大優勢,並打造職能課程,達成「入學即入行,校園即片場,畢業即就業」之教育目標。歡迎有志青年加入本校,抓住成為人生勝利組的機會。"
114,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,1389,0,919,47,67.27,"本校是一所以「培育海洋技術實務與文化素養專業人才」為宗旨之科技大學,本校為國內唯一擁有獨立教學碼頭並在台北市與新北市設有校區之私立大專校院。系科規劃五星人才之教育願景,發展一系一特色,發揮各系科之學術研究能量,提供學術研究的行政服務,爭取學術研究資源,開拓各系科發展特色及學術研究水準。規劃跨校、跨系科的整合性研究,並在「專業(智)、忠誠(德)、勤奮(體)、堅毅(美)、服務(群)」的辦學理念下,朝專業、創新、卓越的優質海商學府邁進。"
114,私立,技專校院,1084,亞東學校財團法人亞東科技大學,1016,0,968,174,95.97,"1、強化亞東人特質培育：秉持4C（溝通Communication、合作Cooperation、創意Creativity、關懷Consideration）核心能力培育,積極規劃亞東人優質專業人力培育新模式,落實「證照、專題與實習」的課程內涵,強化通識與英語文教育。 2、發展資通訊技術、健康照護技術、機能時尚紡織技術與創新育成產學特色：針對環境優勢（鄰近亞東紀念醫院、台北遠東通訊園區、土城工業區與新北產業園區）,結合產業應用導向,將研究成果導入課程教學。 3、建構「實務化、資訊化、人文化、創新化、國際化」的發展構面。 4、秉持「誠、勤、樸、慎、創新」校訓,發揮溝通、合作、創意、關懷核心能力,建立科技與人文融匯、專業與通識兼顧、理論與實務結合、創新與品質並重之特色。"
114,私立,一般大學,1085,馬偕學校財團法人馬偕醫學大學,384,0,365,2,95.08,"本校學士班目前設有五個學系,醫學系、護理系、聽語學系、視光學系、醫學再生學系,醫學系以馬偕精神之核心價值教學,結合馬偕醫院之臨床醫療、研究與教學能力,培育尊重生命的醫療專業人才；護理學系掌握國內外資源,結合馬偕醫療體系,充份運用實務案例,培育護理專業能力與學養；聽語學系有完善臨床實習空間,結合馬偕醫院臨床聽語中心,培育具人文關懷之聽力師、語言治療師；視光學系以培育臨床實務、業界專長與基礎研究並重之視光專業人才。醫檢再生學系除了培養醫檢師外,並導入精準醫學與再生醫學學程,以培養更多生醫領域的專業人才。本校目前設有三個研究所,生醫所(碩博士班)、長照所及福科所,生醫所以臨床與基礎醫學研究為發展方向,並與馬偕醫院簽訂產學合作計畫；長照所以培育尊重生命的長期照護專業管理人才,且能應用於長照實務教育、管理及研究,並提供多元課程；福科所發展高齡化人口所需之友善環境與生活支持科技,促進高齡者活躍老化。"
114,私立,一般大學,1125,中信學校財團法人中信金融管理學院,302,0,302,13,100.00,"中信金控秉持企業公民理念,善盡企業社會責任,協助提升國內高等教育品質,捐資成立中信金融管理學院,培育國際智慧金融家。本校以「公益為先、助弱扶優」為辦學理念,致力培育「國際智慧金融家」,課程以提升學生「國際移動力」、「智慧科技力」以及「產業實務力」為核心主軸。 透過與優質企業產學合作、績優生就業推薦為本校最重要特色。為落實「助弱扶優」的辦學理念,設立菁英獎助學金爭取及獎勵優秀學生；提供希望獎助學金協助優秀、清寒學生在沒有財務顧慮的情況下,全力完成學業,並持續積極開發各種獎助學金來源,學生在學期間成績達一定標準者即可繼續申請各項獎助學金計畫。以「點一盞燈,照亮一個生命」的公益精神出發,於台南「造一座燈塔,引領青年邁向人生大道」,聚焦「博雅、宏觀、專業、務實」的發展方針,打造為接軌國際潮流的專業金融學院。"
114,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,881,0,445,0,50.51,"本校多元科系及優質設備與師資,提供學生適性選擇及良好的學習環境。因應國家募兵政策,本校積極配合國防部推動ROTC(大學儲備軍官訓練團),並成為全國唯一且成效第一的「國防部ROTC專業大學」。本校結合國防部資源提供ROTC學生四年免學雜費及住宿費,每月再給優渥的生活費。讓學生享有大學生的自主校園生活,並接受軍事課程訓練,畢業後不僅取得雙專長及大學學歷更可任職軍官。本校結合國防部在各高中職設立國防培育班,在各高中職推廣ROTC,並推出菁英專案提供更完善的照顧給予優質的學生。本校也積極與各企業合作,共同推出在職專班,讓學生同時取得大學學歷,也搶先提升職場競爭力。近年與各軍團簽訂策略聯盟,合作關係密切,開設營區專班或證照班,積極鼓勵國軍在營進修,就讀本校進修部四技、二技、二專、或參加推廣教育證照班。"
114,私立,技專校院,1183,黎明技術學院,1629,0,980,605,70.95,"本校依據114-117年國家發展策略及教育部技術及職業教育政策網領,建構務實、創新、智慧及永續的技職教育願景,致力培育具備「數位實作力、創新力與就業力」的民生產業發展人才,並提供與產業及最新技術結合的學習機會,協助學生提升智慧製造、數位科技與創新應用能力,以因應全球化挑戰。  本校設有四大學群及一個研究所,學科領域豐富多元。智慧工程學群包含織品技術管理研究所、電機工程系、智慧製造工程系及車輛工程系；時尚創意學群有服飾設計系、化妝品應用系、數位行銷管理系與數位多媒體系；觀光餐旅學群設餐飲管理系、觀光休閒系；演藝影視學群涵蓋表演藝術系、影視傳播系與戲劇系。各系皆為學生提供完善的學習資源與發展平台。  無論你對科技、創意產業,還是餐旅觀光、影視藝術充滿熱情,我們都能提供先進專業教室、技術檢定場地及接軌業界的實務訓練,為有志於這些領域的同學打造優質平台,並結合產業實習機會,讓你在實作中快速成長。"
114,私立,技專校院,1185,德育學校財團法人德育護理健康學院,1093,0,650,275,67.62,"本校校務發展規劃秉持創辦人辦學理念,學校發展願景、學校定位等,積極在教學上,培養學生未來具「三照兩證」,同時掌握「創新．精準．關懷．永續」的內涵,持續為國家社會發展培育具實作技能的優秀人才。因此,「培養具實務技能人才」、「實踐在地與永續發展責任」、「發展學校優勢特色」、「發掘弱勢需求與強化學生輔導」、「落實校務研究與資安機制」、「推動國際交流與雙語教育」為本校持續推動之發展重點。本校致力於學生能夠安心就學、實習與自主學習,推動扶助經濟與文化不利學生,發展學校優勢,注重全人教育,推動國際交流與外籍生就讀等,並依據本校定位「一所關懷(Care)學生學習的健康學院」"
114,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,119,7,105,11,94.31,"法鼓文理學院就是要培養實踐與推廣法鼓山理念「提昇人的品質,建設人間淨土」的人才,而且這個使命未來是不能更改的。法鼓文理學院辦學的核心價值就是「心靈環保」。創辦人聖嚴法師說：「今日不辦教育,佛教就沒有明天。」因此,師父期許大學院教育培養足夠佛教人才,以傳承與弘揚佛法。師父說法鼓山沒有宗派門戶之見,主要在於弘揚護持正知、正見、正信、正行的正統大乘佛法。師父勉勵我們要深入漢傳佛教的內涵,藉此建立品牌；而且研究佛學需學以致用,實踐於生活中。同時,帶動國內外學術界與知識分子,重視佛學及尊重佛教,認同和接受「提昇人的品質、建設人間淨土」使命。課程特色包括以心靈環保核心價值,實踐社會公益與關懷,培育具全球視野及跨領域之社會企業博識專才,創新有益身心靈福祉社區與環境之永續發展；生命省思與觀照、安頓自他身心、跨文化多元視；培養具有心靈環保底蘊之永續專業人才,以及培養永續專業職能應用於各領域之人才。"
114,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,866,0,797,2,92.05,"日五專：本校依據五專多元入學精神,辦理五專完全免試入學、優先免試入學、北區聯合免試入學、東部地區五專護理科獎助生甄選入學、離島地區國中應屆畢業生保送甄選等方案。招生科別為護理科、幼兒保育科、餐飲管理科、化妝品應用與管理科、視光學科、生命關懷事業科、人工智慧暨醫療應用科(110學年度設科)及智慧科技長期照顧科(111學年度設科),秉承「寧願燒盡,不願銹壞」的馬偕精神與「誠敬愛勤」的校訓,以養成人文素養與實用專業兼備、關懷社區的馬偕人為目標。  二專在職專班：本校辦理二專在職專班單獨招生,招收具高中職畢業或符合同等學力之在職人士,招收視光學科,培育具馬偕精神、專業知能及職場倫理之優質人才為教育目標,著重理論與實務,藉由多元的課程規劃,以培養學生之專業知能；並結合實習以及專題研討,提升學生實務能力。"
114,私立,技專校院,1283,仁德醫護管理專科學校,1497,0,966,2,64.58,"五專設有護理科、復健科、醫事檢驗科、視光學科、餐旅管理科、口腔衛生學科、職業安全衛生科、生命關懷事業科、生技製藥經營管理科、人工智慧暨醫療應用科及高齡健康促進科等十一個科別,以招收國中畢業生為主,其中醫護類科為本校辦學主軸。教導基礎醫學及護理專業知識,培養學生尊重生命、關懷他人與敬業樂群的情懷,藉由實驗及臨床實習增加實務運用及操作,讓理論與實務合而為一。二專在職專班設有視光學科、生命關懷事業科、調理保健技術科、高齡健康促進科及口腔衛生學科等五個科別,主要招收社會在職人士,提供進修學習的管道。規劃學生於畢業前取得喪禮服務及國家禮儀師證照和傳統整復推拿技術士證照等專業證照,致力於培育「賦權宏觀、群體關愛」的執業專才,訓練合乎社會需求的專業能力,以提升業界所需之專業人才。"
114,私立,技專校院,1284,樹人醫護管理專科學校,1702,0,1517,0,89.13,"本校秉持「仁慈博愛‧樹人樹德」之校訓,配合德、智、體、群、美、技六育平衡發展的國家教育方針,以及政府在醫療、衛生、健康、管理、語文及婦幼政策的需要,設計課程架構,發展出具特色的醫護管理科系；禮聘優良師資,充實教學設備,積極爭取社會資源,促進校務蓬勃發展；全力提升服務水準,善盡社會責任,使本校成為台灣最優、技冠全國之一流醫事科技學府。"
114,私立,技專校院,1285,慈惠醫護管理專科學校,386,0,233,1,60.47,"1、強調「養成實用醫療護理衛健及管理專業人才為宗旨」之教育目標。<br> 2、學生人數穩定維持,確保學生平等的受教權益。<br> 3、學術單位依現有三大學群內涵,提供每位學生適足的教育資源,且分別依五專日間部、二專日間部及二專在職專班等學制辦理招生。<br> 4、運用本校教師各項人力資源與專長,逐年增加進修教育、推廣教育及職業訓練課程之開設,強化社區服務。<br> 5、近、中期以成為「一流專科學校」為目標,長期以成為「最具特色專科學校」為目標。<br> 6、有效開源節流、整合資源,提高整體營運效益,達永續經營之目標。"
114,私立,技專校院,1286,耕莘健康管理專科學校,932,0,702,2,75.37,"本校自民國六十年由天主教會成立,九十六年更名為耕莘健康管理專科學校,九十七年起同時有新店校區和宜蘭校區。本校招收科別以健康照護、健康美妝與健康休閒等三大主軸為方向,包括有護理科、口腔衛生與健康照護科、嬰幼兒保育科、化妝品應用與管理科、健康餐旅科及健康照護科。秉持以「培養健康促進與健康照護領域且為業界可用之中階及基礎人才」之定位,本校除重視學生專業知能外,更著重教會辦學以品德教育為基石,落實全人教育,為社會培育真正有用之人才。可提供各項學雜費減免、低收入戶免費住宿、緊急紓困金、教育部展翅計畫及校內工讀機會等方式,營造所有學生皆能安心就讀之校園氛圍。透過專業校外實習歷程、積極與業界產學合作以及與耕莘醫院及天主教教會相關事業資源之聯盟,豐沛本校教學資源,達成「所學即所用」的目標,確保學生畢業後具有穩健的就業能力與機會。"
114,私立,技專校院,1287,敏惠醫護管理專科學校,820,0,438,1,53.47,(一)以學生快樂學習為信念  (二)以教師熱誠優質為根基  (三)以正向思維啟蒙為習慣  (四)以團隊輔導成長為志業  (五)以專業技能精進為標竿  (六)以創造美好未來為責任  (七)以健康照護領域為核心
